gene_id,PC1,PC2,gene_name,gene_biotype,species,gene_type
gene-GIMAP1-GIMAP5,-0.0347118606954212,-0.019986881282266368,GIMAP1-GIMAP5,NA,human,human
gene-WASH8P-2,-0.02761565966342037,0.008632514661609813,WASH8P,NA,human,human
gene-HMGN4,-0.05570805682093723,0.0475211505909615,HMGN4,NA,human,human
gene-DUX4,0.0356263657915718,0.06625690978709373,DUX4,NA,human,human
gene-SNHG32,0.019613505362696085,0.03843814391429415,SNHG32,NA,human,human
gene-RPS9-4,-0.05342966552868099,0.004378159683608052,RPS9,NA,human,human
gene-RNF5-6,0.008409216827223624,-0.02851289083279694,RNF5,NA,human,human
gene-TRIM26-7,-0.027668993242012902,0.031022590498938293,TRIM26,NA,human,human
gene-GSDMD-2,-0.039457282133209946,0.03511758226273781,GSDMD,NA,human,human
gene-MED22,0.030504970051980787,0.02734999311223828,MED22,NA,human,human
gene-RNU4-1,0.03909513387843349,0.06279685153534682,RNU4-1,NA,human,human
gene-TRIM10-4,-0.0020146112148381394,-0.06343912417619625,TRIM10,NA,human,human
gene-IER3-4,0.002212157684698461,-0.031025296986322132,IER3,NA,human,human
gene-HCG27-3,-0.0026635470450277927,0.04711511887100924,HCG27,NA,human,human
gene-HCG18-6,0.007150384866672039,-0.04697054762312239,HCG18,NA,human,human
gene-HLA-C-7,-0.05145280163523564,0.052073344256787155,HLA-C,NA,human,human
gene-ABHD16A,0.009737977762895216,0.017575268093434324,ABHD16A,NA,human,human
gene-GOLGA8N-4,-0.029954618419530003,0.052440644256941636,GOLGA8N,NA,human,human
gene-TOP3A-2,0.0028922390485907456,0.019948556941377496,TOP3A,NA,human,human
gene-TRIM39,0.0023183115454259726,-0.002849611103956284,TRIM39,NA,human,human
gene-HLA-DPA1,-0.05453240995586859,0.03330618055476732,HLA-DPA1,NA,human,human
gene-SNORD133,0.058401535980962566,0.06800517899301411,SNORD133,NA,human,human
gene-AKAP17A,-0.041420178597996564,0.0613342725922731,AKAP17A,NA,human,human
gene-RNA18SN3,-0.0073706319165299,-0.05095169677811607,RNA18SN3,NA,human,human_rRNA
gene-SLC25A24-2,-0.0192356461431914,0.011863254932857677,SLC25A24,NA,human,human
gene-STPG4,0.0703135024742782,0.04601473284045084,STPG4,NA,human,human
gene-SPECC1L-ADORA2A,0.06111529811199138,0.06254594676129079,SPECC1L-ADORA2A,NA,human,human
gene-RNA18SN4,-0.007405189236153352,-0.0510931216181246,RNA18SN4,NA,human,human_rRNA
gene-RHOU-2,-0.007600972740180886,0.052301762749200655,RHOU,NA,human,human
gene-MLXIP-2,0.054709585363382676,-0.023495811394590945,MLXIP,NA,human,human
gene-RNA18SN2,-0.007357408181347608,-0.05096294217629781,RNA18SN2,NA,human,human_rRNA
gene-NELFE-3,-0.004695619478104021,-0.02512922061641029,NELFE,NA,human,human
gene-BDP1-3,-0.01761025307387226,-0.010556270928167145,BDP1,NA,human,human
gene-FAM220A,-0.0325723550879382,0.009748295531409419,FAM220A,NA,human,human
gene-KANSL1-AS1-3,0.005032684603058315,0.017052867435655674,KANSL1-AS1,NA,human,human
gene-ABCF1-6,0.003441043368210243,-0.014330716291588276,ABCF1,NA,human,human
gene-TMEM131-2,0.060044461851058245,0.025448056876395512,TMEM131,NA,human,human
gene-HERC2P9-2,0.013554885618475445,0.04105820112810745,HERC2P9,NA,human,human
gene-TRIM10-3,0.04342906093990447,0.03614215017351689,TRIM10,NA,human,human
gene-TNF-6,-0.007016856769737718,0.032044500852661854,TNF,NA,human,human
gene-RNA45SN3-2,0.06124464393006308,0.04407891005980419,RNA45SN3,NA,human,human_rRNA
gene-PCMTD2-2,0.047233110765940355,-0.0014658857261211058,PCMTD2,NA,human,human
gene-NAXE,-0.021754271182426402,0.04105114750337396,NAXE,NA,human,human
gene-TNF-8,0.0028129345030262123,0.011049325515911762,TNF,NA,human,human
gene-GOLGA8Q,-0.025994941417315134,0.008761686731335148,GOLGA8Q,NA,human,human
gene-HERC2P9,0.00901904441008799,0.016443452647634,HERC2P9,NA,human,human
gene-ACAP1,-0.04201444784961567,0.06199340260577438,ACAP1,NA,human,human
gene-PSMB9-7,0.020997167204818184,-0.039471269186111504,PSMB9,NA,human,human
gene-HCG27,-0.01380371058400082,-0.005015161531784969,HCG27,NA,human,human
gene-MDC1-7,0.024553886383105364,-0.022486567655704778,MDC1,NA,human,human
gene-TSEN34,-0.010679722896303536,0.06525454112378871,TSEN34,NA,human,human
gene-FCER1A,-0.05243334568243072,0.055129352101390215,FCER1A,NA,human,human
gene-SMIM10L1,0.02729477589798215,0.021198520550360433,SMIM10L1,NA,human,human
gene-H2AC19,-0.009714720041964137,0.059246736689917166,H2AC19,NA,human,human
gene-HLA-DRB1-4,-0.02687303435664591,0.031107908634552997,HLA-DRB1,NA,human,human
gene-CD300LB,-0.055263490847914105,0.013542720127980643,CD300LB,NA,human,human
gene-CCL4L2,-0.0226878555878371,0.055092414356732414,CCL4L2,NA,human,human
gene-LOC101929817,0.0076192308612250065,-0.04778324254153676,LOC101929817,NA,human,human
gene-H3C14,0.031099719716388426,0.06129723789454334,H3C14,NA,human,human
gene-LOC131675794-2,-0.03134501707125095,-0.022042001523140335,LOC131675794,NA,human,human
gene-SCARNA6,0.0384333444465322,0.07135332762217747,SCARNA6,NA,human,human
gene-HLA-DPA1-4,-0.04985233042757194,0.014766456442346853,HLA-DPA1,NA,human,human
gene-LILRA2-3,-0.05167234198970282,0.04178610089714813,LILRA2,NA,human,human
gene-RNA45SN1,0.036888368884800744,0.06445626358789129,RNA45SN1,NA,human,human_rRNA
gene-F8A3,-0.030173478142746495,0.06732851059875741,F8A3,NA,human,human
gene-C8orf33,-0.017498460282276515,0.04197406449162923,C8orf33,NA,human,human
gene-H2BC14,0.07010400239692247,0.05059644219729386,H2BC14,NA,human,human
gene-CFD,-0.051336274775235724,0.008327685394826818,CFD,NA,human,human
gene-ASF1B-2,-0.01767681042387706,0.06053712838672206,ASF1B,NA,human,human
gene-UBA2,0.016714609971681393,0.05834898018474434,UBA2,NA,human,human
gene-RNA18SN3-2,-0.008329339763593692,-0.063834578417678,RNA18SN3,NA,human,human_rRNA
gene-PFDN6-3,-0.02534724122918736,-0.012370140639504607,PFDN6,NA,human,human
gene-LINC02361-2,-0.011039343134772912,-0.0031098258958355248,LINC02361,NA,human,human
gene-SNORD17,0.04941999700683486,0.06261383699622065,SNORD17,NA,human,human
gene-ZNF185,-0.014111536969781225,0.04201083951600109,ZNF185,NA,human,human
gene-NOP10,-0.043835486182471954,0.05836220869629992,NOP10,NA,human,human
gene-SLC35A4,-0.0053752749490718985,0.08112272542240352,SLC35A4,NA,human,human
gene-PSME2-2,-0.05476642929612812,0.002771020601486766,PSME2,NA,human,human
gene-MED10,-0.008450417442363497,0.04237023136701007,MED10,NA,human,human
gene-MPIG6B-3,0.011619801509025475,0.07169014141154197,MPIG6B,NA,human,human
gene-AIF1-6,-0.05004786831616029,0.006652001736204366,AIF1,NA,human,human
gene-RSC1A1,0.07254822484999342,0.017550110152236224,RSC1A1,NA,human,human
gene-DHX16,-0.014999598852989645,0.010353138948720985,DHX16,NA,human,human
gene-PRPF31-10,-0.04965136318227887,-0.009088175827736657,PRPF31,NA,human,human
gene-ASF1B,-0.014893018302427497,-0.02734635749101473,ASF1B,NA,human,human
gene-DDX24,-0.029330293730111166,0.05175875962823695,DDX24,NA,human,human
gene-RNF139,-0.03132683216058999,0.04249929227770556,RNF139,NA,human,human
gene-TAF15-2,-0.03349172590214267,0.010322421683995215,TAF15,NA,human,human
gene-TSEN34-2,-0.02859376689814882,0.03670330595951013,TSEN34,NA,human,human
gene-H1-4,0.06004456160010986,0.06378339010508478,H1-4,NA,human,human
gene-B3GALT4-4,0.018957453823030226,0.01837283994460711,B3GALT4,NA,human,human
gene-LOC100419583-2,-0.018152985291798592,0.012361218190437976,LOC100419583,NA,human,human
gene-ABCF1-2,0.023811633769694307,-0.02874668076687688,ABCF1,NA,human,human
gene-CTSO-2,-0.016609872744456865,0.07642796776483997,CTSO,NA,human,human
gene-NEURL4,-0.012903868402222712,-0.016154550107378932,NEURL4,NA,human,human
gene-LOC124903123,0.0075257929803441434,-0.027245343736874966,LOC124903123,NA,human,human
gene-MGAM-2,-0.07021923661064466,0.004781349401579171,MGAM,NA,human,human
gene-TFPT-10,-0.037108400406628585,0.007174007881627046,TFPT,NA,human,human
gene-DHRSX,-0.027071673676950205,0.02001089498384366,DHRSX,NA,human,human
gene-TMEM256-2,-0.030782157150987807,-0.022609561171813865,TMEM256,NA,human,human
gene-FLACC1,0.07458108561579009,0.029220879399292694,FLACC1,NA,human,human
gene-UBR7,0.01334739786128799,0.05456260433256784,UBR7,NA,human,human
gene-DAXX-4,-0.04537293642824401,0.027215697090051918,DAXX,NA,human,human
gene-SERF1B-2,-0.02252095401667364,0.02306962243850111,SERF1B,NA,human,human
gene-AKT3,0.06608347923227641,0.04037344172382265,AKT3,NA,human,human
gene-LENG1-4,0.002092772622839799,-0.02999173341819102,LENG1,NA,human,human
gene-MPIG6B-7,-0.0028264866285558367,0.05211086218971269,MPIG6B,NA,human,human
gene-E2F2-2,0.041769374576166744,0.007693745223520693,E2F2,NA,human,human
gene-TIMM22,0.01725335992281832,0.03833201596323541,TIMM22,NA,human,human
gene-MOAP1-2,-0.039396104802241406,0.01903221367086094,MOAP1,NA,human,human
gene-MIF,-0.05976292262748604,-0.0016396643655266217,MIF,NA,human,human
gene-LOC728392,-0.010211125328570044,0.0440410263821511,LOC728392,NA,human,human
gene-WASH8P,-0.01139240740547761,-0.001325139110040792,WASH8P,NA,human,human
gene-LOC100419583,-0.03063115786722389,0.04036623883770346,LOC100419583,NA,human,human
gene-PKNH_0320900,0.0750652628485533,0.02409508103266795,gene-PKNH_0320900,rRNA,pk,pk_rRNA
gene-DPY19L1P1,0.05735731112302211,0.059846055747435116,DPY19L1P1,NA,human,human
gene-SERF1B-3,-0.03724373755072088,0.042073076168079156,SERF1B,NA,human,human
gene-H4C14,0.02101663269792681,0.03924167015562143,H4C14,NA,human,human
gene-TEP1-2,-0.05928950580386583,0.024236589921790647,TEP1,NA,human,human
gene-DNAJC6,0.07200245617566078,0.03773513863290149,DNAJC6,NA,human,human
gene-APEX1,-0.037705654041716836,0.050405686855636136,APEX1,NA,human,human
gene-HLA-DPA1-5,-0.05553218237087163,0.05086665301919298,HLA-DPA1,NA,human,human
gene-UBE2Q2P2,0.033749678381409035,0.012608917209699581,UBE2Q2P2,NA,human,human
gene-TAPBP-3,-0.0330228471613503,0.0560258579356884,TAPBP,NA,human,human
gene-PAK1IP1-2,-0.026906215220489325,0.06291582316257616,PAK1IP1,NA,human,human
gene-ATP5MF-PTCD1,-0.03924292663777494,0.011288111332748148,ATP5MF-PTCD1,NA,human,human
gene-TIMM17B,0.0101467413405234,-0.015639964969469476,TIMM17B,NA,human,human
gene-NAXE-2,-0.010010448171724327,-0.012310617750060981,NAXE,NA,human,human
gene-STK19-4,-0.02566609755741072,0.003588288082000622,STK19,NA,human,human
gene-HERC2,0.038236257519953305,-0.016643516389929697,HERC2,NA,human,human
gene-CCDC144CP,0.06917629947366917,0.03915233095519305,CCDC144CP,NA,human,human
gene-HCG18-4,0.024741627139612882,0.03843874232576855,HCG18,NA,human,human
gene-H3C11,0.06229929864691972,0.06209396566954832,H3C11,NA,human,human
gene-PADI4,-0.04992862258417423,0.006993355507028327,PADI4,NA,human,human
gene-PRAF2-2,0.013462079180683373,-0.009655585170540054,PRAF2,NA,human,human
gene-OSGEP,0.01591893015720101,-2.9771771995193457e-4,OSGEP,NA,human,human
gene-H2BC7,0.05404251765416301,0.0694792014660568,H2BC7,NA,human,human
gene-PKNH_1323850,0.0683798672460597,0.012955400638555218,gene-PKNH_1323850,rRNA,pk,pk_rRNA
gene-TFPT-3,-0.024538530239824864,-0.006411605023129155,TFPT,NA,human,human
gene-MARF1,0.04565771065691067,0.002838634457271068,MARF1,NA,human,human
gene-CD300LB-2,-0.025333073725039394,0.05515446449036257,CD300LB,NA,human,human
gene-LILRA5-5,-0.030208438465891663,0.044680794007054755,LILRA5,NA,human,human
gene-ATP5IF1,-0.00979009639993792,0.04331933908964983,ATP5IF1,NA,human,human
gene-RN7SL1,0.06580272083929702,0.050836776318342845,RN7SL1,NA,human,human
gene-TRIM39-6,7.42984459092022e-4,0.007758560667151663,TRIM39,NA,human,human
gene-AK6,-0.014875457863116897,0.03829501923973684,AK6,NA,human,human
gene-H4C13,0.06920488659233756,0.04402955320920198,H4C13,NA,human,human
gene-CHRNB1-2,-0.025940843678277023,0.01899212953892968,CHRNB1,NA,human,human
gene-ATP13A2-2,-0.020866787873985066,0.038844994398910294,ATP13A2,NA,human,human
gene-LILRA1-4,-0.02249307483825473,0.019411703283758276,LILRA1,NA,human,human
gene-PSMB9-5,0.03356352227802977,0.007301950150084014,PSMB9,NA,human,human
gene-GON7-2,-0.026735701329051342,-0.025872792786826616,GON7,NA,human,human
gene-RNF31,-0.05393402145260871,0.05116120254123441,RNF31,NA,human,human
gene-DHRSX-2,0.012975605946618774,0.01923653373039719,DHRSX,NA,human,human
gene-HBD,-0.027221324258592503,-0.06353503761688736,HBD,NA,human,human_globin
gene-ABCF1-7,-0.03602624352670743,0.043721814482313444,ABCF1,NA,human,human
gene-TM9SF1,-0.023308449256594803,0.06588467423677842,TM9SF1,NA,human,human
gene-DBET-2,0.03754717621164015,0.042059233991705275,DBET,NA,human,human
gene-IER3-2,0.007296765167400548,0.04300022206247736,IER3,NA,human,human
gene-TSEN34-8,-0.019168255979007908,-3.8878514197049965e-4,TSEN34,NA,human,human
gene-TPK1-2,-0.049411851779883435,0.044231773174648555,TPK1,NA,human,human
gene-RGL2-2,-0.03305783969308967,0.008501349110932789,RGL2,NA,human,human
gene-CD300C,-0.015880368239011313,0.049438841720189725,CD300C,NA,human,human
gene-DDX39B-8,-0.058367042184132745,0.002495989506238117,DDX39B,NA,human,human
gene-KIF14,0.06590843578003579,0.04171946975829197,KIF14,NA,human,human
gene-MEF2D,-0.028987626199501706,0.038993075642421035,MEF2D,NA,human,human
gene-GAA,-0.02201495204400513,0.04918567752533526,GAA,NA,human,human
gene-LRFN1,-0.0025857583825850913,0.025163591846042423,LRFN1,NA,human,human
gene-SGSH-2,-0.05200361294326348,0.031867269784894826,SGSH,NA,human,human
gene-TFPT-5,0.020896662401140863,0.040662143670169903,TFPT,NA,human,human
gene-PRAF2,-0.04066980620419677,0.03600582265912812,PRAF2,NA,human,human
gene-GTF2H4-6,-0.04158487513717321,0.010596801132394314,GTF2H4,NA,human,human
gene-ACTN4,-0.02855640494080398,0.036595652105595254,ACTN4,NA,human,human
gene-WHAMMP2-2,0.004954104269838301,0.007789939396237273,WHAMMP2,NA,human,human
gene-LSM2-3,-0.006000854914580228,5.253995770063285e-4,LSM2,NA,human,human
gene-MBOAT7-8,-0.01959532286281325,-0.018524966706819104,MBOAT7,NA,human,human
gene-CHMP4A,-0.047341856468566625,0.03407129509021671,CHMP4A,NA,human,human
gene-RCC2-2,-0.018458531977527372,0.016315969575622202,RCC2,NA,human,human
gene-H4C11,0.0359790213057635,0.07776862735512301,H4C11,NA,human,human
